age,annual_income,total_debt,credit_history_years,late_payments,credit_utilization,existing_loans,savings,employment_years,debt_to_income,creditworthy
51,15000.0,22242.57,20.63,5,0.795,4,31814.25,15.62,1.483,0
25,56460.09,14928.83,20.04,2,0.659,2,48687.72,7.0,0.264,1
58,79803.89,34444.92,21.6,4,0.298,2,22445.55,3.99,0.432,1
23,77118.4,35153.49,8.41,1,0.15,5,9585.64,5.0,0.456,1
43,67805.13,35573.45,9.81,4,0.579,2,1889.56,10.75,0.525,0
57,35847.03,11260.94,4.19,3,0.542,3,40624.92,0.46,0.314,0
57,68696.81,41878.26,19.84,2,0.024,0,22744.9,13.49,0.61,1
30,47384.37,22211.31,1.67,1,0.535,1,3823.2,12.0,0.469,1
30,67776.62,37516.56,18.13,1,0.189,1,11562.12,8.74,0.554,1
39,62673.11,11968.56,26.16,0,0.166,0,17722.24,21.0,0.191,1
37,38519.74,14416.84,26.78,1,0.273,1,20525.68,2.41,0.374,1
41,40365.97,21288.33,13.75,1,0.412,2,3204.58,18.31,0.527,1
34,67810.49,19822.53,14.05,3,0.215,1,6629.71,2.86,0.292,1
29,55135.51,33057.74,2.77,1,0.633,4,0.0,6.84,0.6,0
21,41513.81,15214.45,20.29,0,0.46,2,26477.15,3.0,0.366,1
65,39697.74,31975.38,24.73,2,0.186,1,9900.58,14.82,0.805,1
33,53315.72,26786.81,7.72,2,0.581,2,19595.86,15.0,0.502,1
24,94498.31,15439.29,12.93,1,0.48,1,31067.1,6.0,0.163,0
21,48426.28,25856.12,25.25,2,0.344,2,16638.44,3.0,0.534,1
60,59691.57,12320.82,26.38,2,0.327,0,12644.35,22.81,0.206,1
52,62236.17,46202.47,7.67,2,0.59,3,16327.06,11.3,0.742,1
54,35117.42,0.0,16.74,1,0.263,0,14758.32,5.63,0.0,1
48,21217.69,26075.32,6.18,1,0.727,1,28953.98,4.04,1.229,0
51,37413.9,0.0,3.51,5,0.314,3,17730.06,10.0,0.0,1
28,65435.7,15292.12,27.38,5,0.342,1,7467.19,10.0,0.234,0
59,61921.28,16972.7,24.7,1,0.375,2,26574.19,1.06,0.274,1
46,75452.94,36091.6,22.92,0,0.257,1,28765.81,3.23,0.478,1
54,62128.5,9694.17,1.94,1,0.193,0,0.0,2.65,0.156,1
23,57589.92,33696.14,25.39,3,0.08,0,32393.41,5.0,0.585,0
32,46711.73,3854.2,13.42,1,0.503,1,18376.54,6.07,0.083,1
21,79461.35,34160.04,10.6,0,0.565,2,17399.24,3.0,0.43,1
64,39778.04,12307.85,16.62,3,0.683,2,26079.5,14.82,0.309,1
25,35571.21,18881.21,3.19,1,0.659,2,7196.28,7.0,0.531,0
50,72475.22,13963.46,22.82,1,0.191,1,25449.97,8.3,0.193,1
50,30670.54,33388.36,17.68,0,0.269,1,9478.69,14.46,1.089,1
37,113125.4,31052.88,6.0,1,0.365,1,0.0,2.45,0.274,1
43,61759.85,23322.02,6.05,2,0.292,0,2026.92,23.38,0.378,1
35,67653.93,4177.58,5.94,1,0.507,0,20804.26,8.42,0.062,1
57,42214.76,9419.74,2.18,0,0.616,0,2654.38,24.94,0.223,1
41,53064.17,5657.08,17.84,3,0.197,2,33320.91,23.0,0.107,1
34,50611.34,0.0,25.29,0,0.059,0,28271.4,16.0,0.0,1
22,48079.63,33135.82,1.02,2,0.616,2,30001.27,0.5,0.689,0
31,73925.16,14066.12,1.95,1,0.543,2,15497.34,13.0,0.19,1
59,50109.33,13938.07,17.4,1,0.179,1,17094.34,2.17,0.278,1
58,82385.03,35953.23,24.68,3,0.239,4,0.0,22.38,0.436,1
54,118590.01,12288.14,10.14,2,0.09,2,25949.4,19.74,0.104,1
58,53498.09,7914.35,10.81,3,0.524,2,18558.0,24.31,0.148,1
54,63350.94,15303.05,18.09,3,0.414,2,20807.67,15.21,0.242,1
38,68348.61,4407.97,8.59,5,0.622,1,34259.74,13.05,0.064,1
50,99853.11,22132.27,1.28,2,0.606,5,6728.44,12.97,0.222,1
35,58181.75,13516.06,22.19,0,0.355,5,12486.3,9.66,0.232,1
47,41761.63,11912.74,18.96,1,0.152,1,17920.05,11.72,0.285,1
54,32140.51,10873.16,17.63,1,0.095,3,2774.78,15.89,0.338,1
58,58724.35,16725.34,22.38,2,0.15,3,11748.81,23.32,0.285,1
53,50135.64,19001.77,20.42,3,0.257,3,19915.4,14.9,0.379,1
44,104220.2,11760.3,6.57,3,0.308,2,10094.94,21.43,0.113,1
35,98936.97,13694.81,10.9,1,0.263,2,29707.87,17.0,0.138,1
50,37243.8,17021.73,4.22,1,0.62,1,0.0,12.97,0.457,1
62,44363.28,15810.98,4.33,1,0.479,2,27473.25,8.69,0.356,1
37,61622.94,18372.91,20.45,0,0.693,0,21934.23,15.99,0.298,1
25,90738.98,9879.95,25.83,2,0.308,1,7174.06,7.0,0.109,1
49,61254.29,30055.11,28.9,3,0.448,3,2907.1,2.04,0.491,0
24,45760.71,19161.94,19.04,1,0.708,1,0.0,6.0,0.419,1
30,58704.6,11953.84,5.93,1,0.702,3,4457.9,12.0,0.204,1
37,46173.33,22132.61,3.62,1,0.044,1,26566.12,1.21,0.479,1
30,73254.5,17107.58,24.48,1,0.211,2,13326.97,12.0,0.234,1
37,44401.26,0.0,17.57,2,0.083,0,27955.77,19.0,0.0,1
40,48770.41,22091.43,18.74,1,0.418,0,6561.55,16.22,0.453,1
44,85562.54,5765.93,23.55,2,0.535,0,22485.27,14.24,0.067,1
25,43095.97,29213.13,21.25,3,0.285,2,5390.02,7.0,0.678,1
54,28185.18,15099.0,25.12,2,0.574,1,2413.1,10.73,0.536,1
26,62089.86,27360.84,2.16,0,0.31,4,12714.47,2.28,0.441,1
22,52069.59,10437.38,22.55,2,0.207,1,6020.4,4.0,0.2,0
33,71251.14,18839.15,25.6,3,0.358,1,0.0,10.81,0.264,1
63,66984.38,32522.92,8.94,1,0.118,1,11812.22,16.63,0.486,1
63,59297.79,14771.8,19.39,3,0.578,3,15277.22,13.28,0.249,0
31,58657.04,10910.19,9.77,0,0.736,0,29220.3,1.37,0.186,1
43,43811.11,25860.49,28.76,4,0.589,5,25241.67,23.82,0.59,0
36,61833.64,25627.94,1.49,3,0.534,0,28639.32,18.0,0.414,0
51,79388.27,11415.01,17.6,2,0.542,0,22644.29,3.73,0.144,1
31,38584.17,0.0,5.41,0,0.322,0,17991.35,13.0,0.0,1
36,59881.26,10679.72,21.51,1,0.533,1,0.0,18.0,0.178,1
28,82844.55,26128.31,5.69,2,0.262,4,15798.47,10.0,0.315,0
24,71119.33,8699.59,7.44,1,0.325,0,21161.53,6.0,0.122,1
60,88808.4,17868.75,15.08,3,0.509,3,31489.26,2.67,0.201,1
24,47500.87,10110.18,27.49,4,0.332,3,22235.46,6.0,0.213,1
45,19723.09,0.0,6.75,3,0.382,0,28884.6,1.84,0.0,1
23,64414.34,9894.23,4.76,1,0.284,0,1616.03,5.0,0.154,1
52,67976.56,26077.58,22.89,1,0.585,0,10082.99,13.82,0.384,1
23,90105.28,0.0,15.27,1,0.42,2,19152.21,5.0,0.0,1
47,86139.21,21026.01,27.4,1,0.601,1,27931.43,18.13,0.244,0
49,71808.36,3767.17,4.83,1,0.169,4,12257.26,6.24,0.052,1
52,76838.58,25301.3,19.55,3,0.252,1,13010.65,22.21,0.329,1
39,55779.93,26571.83,7.37,3,0.445,1,22245.68,14.33,0.476,1
41,33179.48,15936.62,5.12,3,0.58,3,489.55,15.16,0.48,1
25,62589.87,15963.98,20.66,3,0.32,0,33288.85,4.22,0.255,1
38,81616.62,8323.65,18.01,2,0.71,2,3450.37,20.0,0.102,1
48,74439.94,1853.0,22.77,4,0.18,1,0.0,23.27,0.025,1
62,78343.76,38377.11,9.63,2,0.388,0,14120.8,19.37,0.49,1
42,50589.37,7619.14,13.72,1,0.646,1,34381.5,23.52,0.151,1
41,54157.97,36813.55,12.46,4,0.716,2,21037.44,7.56,0.68,1
26,70635.36,7686.0,29.53,3,0.354,3,23013.09,8.0,0.109,1
21,47976.84,24302.28,9.12,0,0.109,2,14496.63,3.0,0.507,1
25,48654.22,4346.31,9.2,0,0.341,1,12171.47,4.1,0.089,1
61,66555.61,24280.74,10.96,2,0.191,1,0.0,16.72,0.365,1
32,76739.9,14092.95,17.16,1,0.379,2,0.0,14.0,0.184,1
46,55610.37,14249.81,7.94,2,0.403,4,16355.27,7.17,0.256,1
54,34409.83,25320.28,27.5,2,0.262,0,29750.59,0.69,0.736,1
34,43812.31,12370.3,8.34,1,0.5,2,18129.6,5.0,0.282,1
46,64480.79,862.22,26.93,1,0.513,1,21483.19,9.99,0.013,1
65,64213.46,27135.67,3.55,4,0.472,0,33004.61,4.19,0.423,1
47,65307.24,4249.19,19.87,2,0.463,4,17945.2,4.85,0.065,1
29,71468.5,24198.21,27.26,1,0.348,1,12528.14,9.78,0.339,1
46,60127.83,29675.96,5.48,2,0.335,2,4177.7,24.04,0.494,1
42,65831.23,13494.07,29.07,1,0.312,3,38266.55,19.11,0.205,1
50,59009.41,32188.23,13.86,1,0.385,1,20318.57,7.99,0.545,1
63,85272.14,23781.4,28.4,1,0.231,2,2676.78,23.79,0.279,1
37,91511.52,9649.66,20.47,2,0.518,2,0.0,16.14,0.105,1
46,33841.75,34817.15,9.4,1,0.43,0,29036.76,11.39,1.029,1
56,54384.46,4299.94,6.05,2,0.285,0,1550.7,11.71,0.079,1
21,60719.94,13479.59,9.46,0,0.196,2,36246.01,3.0,0.222,1
28,54127.88,15524.22,3.24,2,0.119,2,0.0,5.82,0.287,1
55,99444.3,25262.68,4.74,1,0.322,2,31071.14,9.67,0.254,1
35,64927.02,31385.2,3.59,3,0.305,3,19842.74,13.2,0.483,1
42,42281.82,30633.5,12.98,1,0.66,1,15423.13,13.2,0.725,0
34,73121.73,20684.98,23.97,0,0.216,0,11894.5,16.0,0.283,1
46,65961.44,14636.77,4.67,1,0.26,1,36688.76,8.97,0.222,1
48,66692.24,0.0,4.34,2,0.092,0,22484.71,17.92,0.0,1
43,99773.28,2230.25,19.48,0,0.447,1,3161.56,14.45,0.022,1
34,67717.27,39199.87,6.32,1,0.261,1,0.0,16.0,0.579,1
44,53319.45,0.0,3.38,2,0.455,0,16127.57,9.63,0.0,0
22,16983.92,8586.11,5.42,1,0.357,2,13987.15,4.0,0.506,0
65,56361.22,31735.28,27.75,1,0.512,1,0.0,20.52,0.563,1
46,88731.34,20516.56,24.73,2,0.585,2,13335.28,15.94,0.231,1
34,57994.28,29136.54,10.94,0,0.257,1,7112.78,16.0,0.502,1
27,15000.0,24513.94,19.85,4,0.425,0,14111.48,2.12,1.634,0
23,49036.03,35634.99,16.35,3,0.273,3,22711.08,5.0,0.727,1
43,81839.15,21545.13,20.48,1,0.691,2,31911.32,2.67,0.263,1
63,72007.98,25961.37,20.64,3,0.47,2,24906.67,14.08,0.361,1
65,41522.62,9309.04,19.05,3,0.232,2,5342.71,8.25,0.224,1
38,47563.73,25036.0,8.35,4,0.376,1,18426.98,10.75,0.526,1
58,50964.41,13246.49,1.65,2,0.302,4,14757.29,15.25,0.26,1
55,45420.3,12562.73,13.94,2,0.7,3,0.0,22.72,0.277,1
35,15347.17,28736.68,26.78,3,0.145,0,18778.79,11.44,1.872,1
45,76799.0,28819.48,17.3,1,0.452,3,36280.07,24.69,0.375,1
57,87655.32,38261.31,25.06,1,0.499,2,14389.12,14.82,0.436,1
48,26594.12,37479.16,29.75,1,0.591,3,0.0,4.01,1.409,1
30,87364.76,29007.78,5.33,2,0.086,1,14363.22,4.75,0.332,1
59,57733.49,0.0,20.91,0,0.583,1,0.0,17.9,0.0,1
37,86952.91,39932.17,20.39,0,0.383,4,24363.27,1.26,0.459,1
59,60834.91,29015.61,29.41,2,0.152,3,20298.38,12.01,0.477,0
42,62981.98,8809.68,29.58,1,0.251,1,11949.08,3.71,0.14,1
46,68193.56,26746.91,20.76,2,0.414,1,10026.03,10.83,0.392,1
64,42618.54,5552.81,7.69,0,0.443,1,11453.19,18.75,0.13,1
45,86282.83,25423.56,24.06,0,0.387,0,14099.29,11.47,0.295,1
37,35329.63,2204.76,3.66,0,0.515,2,4733.18,4.09,0.062,1
33,51154.53,8301.38,23.53,1,0.457,0,0.0,6.3,0.162,1
40,71533.82,26519.15,27.35,1,0.677,2,27664.39,9.19,0.371,1
45,48797.7,30874.64,11.79,3,0.372,2,9375.19,1.74,0.633,1
24,77105.69,21905.24,19.1,1,0.64,3,16004.52,6.0,0.284,1
30,90269.06,14565.98,13.19,0,0.205,3,17423.38,12.0,0.161,1
23,82276.01,0.0,13.41,3,0.243,2,17864.25,1.55,0.0,1
61,17405.46,15491.75,9.66,2,0.261,2,0.0,10.06,0.89,0
65,62768.63,24401.82,22.98,1,0.637,2,0.0,10.35,0.389,1
38,82631.02,14198.82,28.12,1,0.168,3,6935.69,8.35,0.172,1
56,31031.53,17729.06,28.25,3,0.34,3,18748.54,13.94,0.571,1
42,75919.43,15772.59,5.66,3,0.023,2,5264.6,8.65,0.208,0
54,74684.14,14139.53,26.3,0,0.352,3,9740.94,10.41,0.189,1
28,33334.02,18910.53,22.25,3,0.28,1,39527.57,10.0,0.567,1
60,78353.12,14727.67,7.96,3,0.06,3,0.0,4.05,0.188,1
64,65999.35,35319.47,2.48,2,0.497,2,4939.59,15.48,0.535,1
39,74308.4,0.0,8.41,0,0.522,0,36759.25,12.64,0.0,1
62,38741.13,11449.89,27.41,2,0.395,1,13464.82,7.63,0.296,1
61,63302.99,7556.93,19.18,0,0.128,0,5528.18,18.19,0.119,1
57,22492.67,20629.33,21.77,1,0.493,6,28025.23,13.78,0.917,1
26,15000.0,18925.74,8.09,2,0.439,0,14662.77,8.0,1.262,0
46,63098.23,37466.32,21.72,4,0.325,0,9820.3,16.69,0.594,1
54,84213.15,41413.7,1.33,1,0.589,0,16308.43,20.06,0.492,1
65,65564.61,8723.0,11.57,0,0.265,1,6102.69,24.32,0.133,1
26,58604.19,18006.0,18.99,1,0.305,1,1790.11,8.0,0.307,1
57,55874.25,20355.65,4.81,3,0.452,1,12636.84,21.86,0.364,1
53,39263.56,8426.24,24.78,2,0.468,1,1868.04,0.03,0.215,1
42,55119.06,25540.58,7.43,1,0.376,5,14128.32,13.26,0.463,1
41,69277.06,15125.91,19.74,1,0.587,3,18252.88,5.37,0.218,1
26,50425.11,5188.38,12.45,0,0.081,3,24236.73,2.35,0.103,1
26,76512.91,14645.18,18.08,3,0.801,0,27535.1,8.0,0.191,1
24,64311.45,6027.91,3.67,1,0.779,1,9131.16,6.0,0.094,1
50,66973.55,30439.76,1.0,1,0.52,1,19992.98,10.31,0.455,1
31,79550.58,40818.71,27.33,3,0.467,0,19910.28,13.0,0.513,0
50,48411.38,20937.83,8.45,3,0.35,1,17933.82,12.24,0.432,1
51,74506.37,19335.32,24.68,2,0.185,0,8246.49,10.93,0.26,1
44,51497.51,19829.22,29.98,1,0.591,3,1663.19,7.26,0.385,1
29,67469.32,32186.81,6.74,4,0.22,4,20024.02,9.56,0.477,1
23,45793.03,31928.39,8.32,2,0.193,1,0.0,5.0,0.697,0
51,39964.52,16612.16,20.05,2,0.768,0,10785.93,16.15,0.416,0
60,62021.02,21031.08,28.98,1,0.146,1,0.0,2.9,0.339,1
57,18525.6,25831.76,27.52,3,0.217,0,0.0,2.32,1.394,0
56,53482.12,4347.75,15.33,2,0.431,1,3474.39,16.5,0.081,1
44,24659.71,32551.3,23.96,2,0.297,2,27160.69,13.66,1.32,1
51,77143.15,38817.98,4.5,3,0.562,1,22257.3,10.76,0.503,1
26,83102.43,31980.39,29.33,1,0.291,0,7352.78,3.81,0.385,1
22,40993.07,3052.87,28.95,1,0.239,0,22752.44,4.0,0.074,1
40,69422.89,0.0,5.33,0,0.091,0,24651.48,19.74,0.0,1
48,79780.99,26504.62,9.33,1,0.524,1,12072.02,22.24,0.332,1
31,79854.32,8877.73,3.45,1,0.692,4,0.0,13.0,0.111,1
24,64717.92,21445.6,8.52,1,0.5,2,11505.05,1.5,0.331,1
35,76154.7,36421.78,24.57,3,0.631,2,12825.29,16.76,0.478,1
26,45714.71,10116.54,11.66,2,0.063,3,0.0,6.02,0.221,1
50,61828.69,13469.34,3.11,3,0.425,2,18404.56,7.88,0.218,0
58,49723.73,21320.68,10.6,0,0.294,2,17357.74,4.9,0.429,1
22,43856.66,2429.88,29.45,0,0.645,3,19340.51,4.0,0.055,1
35,60793.39,8905.73,19.08,2,0.919,1,17347.08,16.22,0.146,1
31,67645.67,18298.29,12.78,5,0.138,1,22758.12,13.0,0.271,1
28,85597.19,14394.54,5.41,3,0.428,3,11848.06,10.0,0.168,1
46,65833.42,25300.89,29.59,4,0.674,0,16421.42,5.92,0.384,1
65,74122.47,51191.76,24.72,0,0.055,3,9227.12,11.12,0.691,1
64,74372.23,19189.66,8.8,3,0.186,1,6986.01,15.83,0.258,1
25,119125.76,7899.46,2.57,2,0.655,0,30059.0,7.0,0.066,1
26,20179.29,35018.88,2.17,2,0.731,2,0.0,8.0,1.735,0
46,44865.45,0.0,4.05,2,0.112,3,24521.12,7.18,0.0,1
24,92429.23,1333.1,17.63,0,0.508,4,6553.51,6.0,0.014,1
39,52255.71,10858.76,27.9,2,0.301,1,4999.54,11.0,0.208,1
40,79487.67,14605.36,15.15,1,0.231,2,17138.93,16.75,0.184,1
53,65060.21,10571.13,25.37,2,0.55,0,0.0,11.39,0.162,1
40,106314.45,17621.85,13.65,2,0.151,1,4207.72,22.0,0.166,1
32,35512.8,21296.9,21.4,2,0.159,2,3810.32,4.48,0.6,1
21,86879.61,30827.51,22.09,5,0.367,5,11343.22,3.0,0.355,0
46,98490.79,19094.26,5.63,1,0.432,1,4350.35,14.41,0.194,1
34,37682.78,11256.65,11.16,1,0.689,2,33213.42,4.32,0.299,1
58,77223.15,30175.74,19.3,2,0.241,2,35564.2,1.65,0.391,1
57,38759.04,8187.41,2.59,4,0.214,3,0.0,19.98,0.211,0
31,60663.55,0.0,11.17,2,0.288,3,20531.87,3.94,0.0,1
56,54355.07,32471.47,16.28,3,0.276,3,24303.96,4.66,0.597,0
33,15000.0,31702.24,29.89,1,0.539,1,20515.82,15.0,2.113,0
63,69333.15,8492.42,14.5,0,0.405,0,6102.64,17.93,0.122,1
23,63153.46,13210.81,24.57,1,0.145,1,11070.85,5.0,0.209,1
53,92539.74,6996.87,13.25,0,0.445,2,5020.7,14.77,0.076,1
26,73445.16,21919.49,23.99,2,0.164,2,8956.83,8.0,0.298,1
30,110399.45,38784.59,18.06,2,0.526,1,0.0,12.0,0.351,1
25,62354.93,26434.58,26.65,4,0.063,1,12622.53,7.0,0.424,0
43,57678.34,30428.7,12.62,4,0.654,0,0.0,20.79,0.528,0
30,55944.15,27836.74,18.33,1,0.17,1,11598.39,5.29,0.498,1
64,50329.05,17998.57,19.09,1,0.514,4,0.0,16.01,0.358,1
22,15000.0,31000.09,12.81,1,0.53,1,16481.8,1.01,2.067,0
33,55155.72,26940.37,4.76,1,0.189,2,5846.97,1.72,0.488,0
60,15000.0,35273.35,3.26,0,0.495,1,17486.96,17.84,2.352,0
22,69944.73,12485.41,0.99,4,0.522,0,26978.97,0.61,0.179,1
40,32718.67,0.0,26.27,2,0.251,1,33073.36,14.49,0.0,1
21,40324.68,30543.01,7.48,3,0.627,1,0.0,3.0,0.757,0
57,45272.98,22197.23,6.74,1,0.338,2,3989.67,9.5,0.49,1
29,55491.43,14447.45,22.21,0,0.119,2,10362.97,1.12,0.26,1
37,60151.1,15118.17,9.94,1,0.233,1,19523.93,17.85,0.251,1
29,83858.55,48656.24,15.43,0,0.298,0,0.0,11.0,0.58,1
31,47294.34,10293.66,5.29,1,0.187,2,2214.89,13.0,0.218,1
35,70563.21,7760.36,28.81,2,0.126,0,15564.29,14.46,0.11,1
44,120079.08,19023.41,25.62,1,0.261,2,15018.66,5.75,0.158,1
58,68301.72,32165.89,25.98,2,0.478,2,18531.42,0.38,0.471,1
55,56029.22,45340.82,12.5,0,0.479,2,19324.11,17.37,0.809,1
50,42858.66,25888.38,22.99,2,0.217,2,18063.13,5.78,0.604,1
51,55724.71,2755.1,4.74,3,0.157,0,16323.86,21.45,0.049,1
25,40503.15,41650.37,0.75,1,0.262,3,14668.88,7.0,1.028,1
64,65910.55,17766.38,1.09,2,0.385,4,21977.16,13.27,0.27,1
34,62277.97,7947.49,17.8,0,0.14,2,0.0,16.0,0.128,1
31,15000.0,5047.29,13.93,2,0.308,1,32532.0,13.0,0.336,1
29,59591.72,28035.94,15.78,1,0.356,3,0.0,11.0,0.47,1
54,83675.22,20865.95,0.72,3,0.401,0,1050.06,23.46,0.249,1
32,51219.54,22140.9,12.97,2,0.357,2,11278.87,14.0,0.432,1
55,45636.27,33438.04,21.68,3,0.712,2,22071.35,23.67,0.733,0
55,29690.58,8374.14,13.56,1,0.609,1,0.0,20.6,0.282,1
21,19124.18,34393.86,22.1,2,0.859,1,13662.51,3.0,1.798,0
60,78289.68,11770.11,7.37,2,0.163,0,23508.74,16.58,0.15,1
42,56007.48,43968.09,24.49,1,0.135,2,25934.22,2.59,0.785,1
49,76984.47,25184.87,17.86,1,0.38,3,5632.04,6.79,0.327,1
28,93689.12,6957.14,6.72,0,0.181,2,10389.98,0.14,0.074,1
31,80267.45,0.0,7.48,3,0.432,1,6606.22,3.44,0.0,1
61,48067.81,27707.1,19.03,3,0.271,1,9287.9,10.98,0.576,0
57,63187.09,13509.84,24.98,1,0.105,1,1618.08,3.66,0.214,1
34,46475.0,16133.21,12.76,1,0.494,1,3328.97,16.0,0.347,1
50,44417.65,27194.35,8.12,2,0.725,5,19212.52,20.14,0.612,1
55,67541.93,30124.97,26.08,0,0.319,2,15579.38,1.79,0.446,1
41,41689.53,32684.52,20.24,2,0.355,1,19899.04,6.22,0.784,0
57,15000.0,3901.9,13.72,2,0.426,1,16568.17,20.48,0.26,1
25,40460.75,35110.74,14.89,3,0.438,4,22452.06,7.0,0.868,0
39,53248.61,11051.46,6.53,1,0.657,1,24538.57,21.0,0.208,1
34,93470.77,0.0,18.99,3,0.392,1,0.0,16.0,0.0,1
46,49199.38,3858.72,11.08,2,0.836,1,3748.28,24.41,0.078,1
24,71262.33,20616.3,29.87,1,0.532,1,11223.49,6.0,0.289,1
45,56297.22,6254.23,14.67,2,0.147,2,13727.87,6.26,0.111,1
65,86980.91,16943.47,14.83,3,0.278,0,5958.91,18.96,0.195,1
62,85456.12,22059.03,17.19,1,0.225,1,24944.28,7.48,0.258,1
45,85875.85,15823.38,27.54,6,0.866,2,37759.38,20.16,0.184,0
38,21852.36,12067.75,24.12,3,0.302,0,16233.94,13.35,0.552,1
60,64547.93,2991.65,13.81,3,0.631,3,15012.09,19.85,0.046,1
28,76696.65,18263.33,21.7,2,0.176,2,24193.48,6.9,0.238,1
59,68393.85,0.0,17.79,3,0.384,1,0.0,12.7,0.0,1
60,74005.12,9768.02,15.02,2,0.282,0,14341.63,14.1,0.132,1
34,61283.72,6866.59,6.17,2,0.522,1,25748.43,16.0,0.112,1
52,43614.75,15127.48,14.19,2,0.503,1,6282.15,6.66,0.347,1
58,22663.86,15440.04,7.75,2,0.436,2,0.0,23.42,0.681,0
53,45797.47,29519.48,27.49,2,0.631,1,11770.33,20.12,0.645,1
43,118918.42,37001.73,10.39,1,0.496,3,13271.77,18.27,0.311,1
35,49315.67,4586.65,28.59,0,0.32,1,3096.17,17.0,0.093,1
53,16893.42,41913.99,16.23,3,0.477,4,39153.94,15.14,2.481,0
45,76118.29,8648.45,19.13,3,0.194,0,8255.64,6.1,0.114,1
37,78820.12,20070.32,16.52,3,0.449,0,156.09,4.74,0.255,1
53,88321.14,24130.36,4.32,1,0.447,1,12876.54,21.66,0.273,1
22,70361.53,47334.99,11.59,2,0.323,1,24894.33,4.0,0.673,1
34,78603.23,11492.61,3.42,0,0.067,1,14208.97,5.33,0.146,1
60,100484.78,0.0,18.88,1,0.626,5,19827.13,15.38,0.0,1
60,43599.58,35884.55,13.68,2,0.675,0,3541.87,11.19,0.823,1
59,39235.28,7999.52,23.45,0,0.769,1,31852.26,3.97,0.204,1
26,35919.1,13660.94,7.0,2,0.264,0,20740.53,8.0,0.38,1
26,54153.07,4587.0,5.35,4,0.435,0,26572.42,7.04,0.085,1
23,91535.29,13695.55,12.49,3,0.601,3,18381.93,2.41,0.15,1
27,71617.5,7915.3,27.83,3,0.639,2,23898.61,9.0,0.111,1
28,70751.22,26117.3,21.46,5,0.69,2,3523.37,10.0,0.369,0
62,19975.23,18969.5,12.86,3,0.113,1,8103.07,1.17,0.95,0
35,44749.89,9827.34,15.76,3,0.354,0,30157.77,10.05,0.22,1
49,19615.53,29950.46,2.98,2,0.259,2,32716.9,6.44,1.527,0
53,85767.41,21059.96,29.54,1,0.559,2,235.21,0.77,0.246,1
50,94884.22,0.0,20.16,2,0.131,1,16996.83,3.14,0.0,1
59,77150.47,29036.44,8.92,1,0.261,1,8828.67,3.48,0.376,1
47,38290.71,20218.41,17.78,0,0.611,3,5635.62,4.57,0.528,1
56,92604.49,34688.79,3.73,2,0.272,2,17418.08,20.08,0.375,1
49,54428.39,19487.01,28.99,4,0.381,4,27691.56,10.99,0.358,1
58,33281.9,8499.49,5.66,2,0.116,1,19419.95,3.68,0.255,1
53,38783.11,15548.46,19.62,3,0.323,3,10165.85,2.51,0.401,0
57,50536.55,27647.03,7.74,0,0.419,2,20178.33,7.45,0.547,0
47,61090.73,8751.16,21.67,0,0.485,0,9680.29,19.95,0.143,1
53,56450.43,12716.44,23.42,2,0.169,0,18945.37,9.11,0.225,1
24,28921.29,15339.74,20.37,4,0.375,3,30757.59,4.0,0.53,0
42,86692.96,4207.54,18.63,2,0.432,4,0.0,10.1,0.049,1
22,56686.67,8924.12,26.83,1,0.335,1,23567.03,4.0,0.157,1
30,44297.42,20070.6,2.82,1,0.258,3,0.0,0.74,0.453,0
25,84426.65,32429.73,10.26,2,0.167,2,28739.93,7.0,0.384,1
30,33965.06,21805.76,7.82,1,0.429,1,6355.69,9.88,0.642,0
53,24164.42,17449.66,29.65,1,0.439,4,0.0,0.24,0.722,1
58,87994.72,8024.75,11.99,2,0.564,2,22343.23,16.85,0.091,1
33,101610.53,31141.92,22.11,2,0.219,0,18370.04,15.0,0.306,1
51,49833.89,23202.07,20.7,1,0.531,2,2009.76,15.72,0.466,1
56,58988.66,9519.24,6.76,0,0.114,1,0.0,8.55,0.161,1
65,34773.38,28783.78,7.55,1,0.175,4,11750.22,13.24,0.828,1
44,60120.84,24714.92,8.8,2,0.548,1,0.0,9.68,0.411,1
35,49534.48,8237.64,12.63,2,0.306,1,1262.32,17.0,0.166,1
49,57753.17,16783.46,7.41,1,0.491,2,15387.45,14.59,0.291,1
28,69003.68,12086.73,1.08,0,0.725,1,2409.54,2.04,0.175,0
25,35840.8,49602.46,26.44,3,0.609,2,19118.47,7.0,1.384,0
49,52040.15,24380.94,28.99,4,0.223,4,31881.72,17.18,0.469,1
24,20316.81,20241.14,10.58,1,0.357,2,12217.34,6.0,0.996,0
32,52190.28,23671.96,10.49,3,0.826,3,15561.81,14.0,0.454,0
65,57944.45,34549.95,0.71,4,0.194,2,38217.16,21.08,0.596,1
22,65037.61,16999.44,20.57,1,0.599,0,0.0,4.0,0.261,1
47,65270.68,10921.09,24.85,3,0.358,2,28294.82,22.61,0.167,1
51,79886.3,28131.4,4.82,2,0.793,1,26850.29,11.02,0.352,0
56,26127.34,15900.67,5.21,1,0.347,2,24251.81,18.09,0.609,0
56,27301.91,5161.26,23.81,2,0.314,2,29500.97,20.35,0.189,1
46,71637.07,2823.76,18.68,1,0.526,0,17366.9,12.63,0.039,1
63,15142.85,36351.56,1.82,3,0.617,2,7004.85,9.98,2.401,0
47,64032.6,19579.73,18.87,2,0.352,3,27134.88,22.89,0.306,1
